,time,A:SPY,range,relative,time_interval
319,2022/3/11 20:25,430.98,431.18464646464645,1647001500.0,11.0
319,2022/3/11 20:25,430.98,431.0269696969697,1647001500.0,0.0
320,2022/3/11 20:26,430.81,430.86929292929295,1647001560.0,1.0
322,2022/3/11 20:28,430.69,430.7116161616162,1647001680.0,2.0
335,2022/3/11 20:54,430.27,430.5539393939394,1647003240.0,26.0
335,2022/3/11 20:54,430.27,430.3962626262626,1647003240.0,0.0
336,2022/3/11 20:56,429.94,430.23858585858585,1647003360.0,2.0
336,2022/3/11 20:56,429.94,430.0809090909091,1647003360.0,0.0
339,2022/3/11 21:02,429.83,429.9232323232323,1647003720.0,6.0
346,2022/3/11 21:12,429.61,429.7655555555556,1647004320.0,10.0
347,2022/3/11 21:13,429.42,429.6078787878788,1647004380.0,1.0
347,2022/3/11 21:13,429.42,429.450202020202,1647004380.0,0.0
352,2022/3/11 21:18,429.26,429.29252525252525,1647004680.0,5.0
375,2022/3/11 21:48,428.96,429.1348484848485,1647006480.0,30.0
375,2022/3/11 21:48,428.96,428.9771717171717,1647006480.0,0.0
384,2022/3/11 22:00,428.77,428.8194949494949,1647007200.0,12.0
389,2022/3/11 22:08,428.61,428.6618181818182,1647007680.0,8.0
394,2022/3/11 22:13,428.49,428.50414141414143,1647007980.0,5.0
407,2022/3/11 22:29,428.13,428.34646464646465,1647008940.0,16.0
407,2022/3/11 22:29,428.13,428.1887878787879,1647008940.0,0.0
416,2022/3/11 22:38,427.95,428.0311111111111,1647009480.0,9.0
417,2022/3/11 22:39,427.69,427.8734343434343,1647009540.0,1.0
417,2022/3/11 22:39,427.69,427.71575757575755,1647009540.0,0.0
418,2022/3/11 22:40,427.4,427.55808080808083,1647009600.0,1.0
418,2022/3/11 22:40,427.4,427.40040404040406,1647009600.0,0.0
432,2022/3/11 22:54,427.24,427.2427272727273,1647010440.0,14.0
433,2022/3/11 22:55,426.95,427.0850505050505,1647010500.0,1.0
434,2022/3/11 22:56,426.81,426.9273737373737,1647010560.0,1.0
438,2022/3/11 23:00,425.79,426.76969696969695,1647010800.0,4.0
438,2022/3/11 23:00,425.79,426.6120202020202,1647010800.0,0.0
438,2022/3/11 23:00,425.79,426.45434343434346,1647010800.0,0.0
438,2022/3/11 23:00,425.79,426.2966666666667,1647010800.0,0.0
438,2022/3/11 23:00,425.79,426.1389898989899,1647010800.0,0.0
438,2022/3/11 23:00,425.79,425.98131313131313,1647010800.0,0.0
438,2022/3/11 23:00,425.79,425.82363636363635,1647010800.0,0.0
442,2022/3/11 23:04,425.59,425.6659595959596,1647011040.0,4.0
447,2022/3/11 23:09,425.03,425.5082828282828,1647011340.0,5.0
447,2022/3/11 23:09,425.03,425.3506060606061,1647011340.0,0.0
447,2022/3/11 23:09,425.03,425.1929292929293,1647011340.0,0.0
447,2022/3/11 23:09,425.03,425.03525252525253,1647011340.0,0.0
529,2022/3/12 0:31,424.67,424.87757575757576,1647016260.0,82.0
529,2022/3/12 0:31,424.67,424.719898989899,1647016260.0,0.0
530,2022/3/12 0:32,424.27,424.5622222222222,1647016320.0,1.0
530,2022/3/12 0:32,424.27,424.4045454545454,1647016320.0,0.0
532,2022/3/12 0:34,424.24,424.2468686868687,1647016440.0,2.0
559,2022/3/12 1:01,423.93,424.08919191919193,1647018060.0,27.0
559,2022/3/12 1:01,423.93,423.93151515151516,1647018060.0,0.0
566,2022/3/12 1:08,423.76,423.7738383838384,1647018480.0,7.0
587,2022/3/12 1:29,423.45,423.6161616161616,1647019740.0,21.0
587,2022/3/12 1:29,423.45,423.45848484848483,1647019740.0,0.0
593,2022/3/12 1:35,423.26,423.30080808080805,1647020100.0,6.0
595,2022/3/12 1:37,423.06,423.14313131313133,1647020220.0,2.0
731,2022/3/12 3:53,422.73,422.98545454545456,1647028380.0,136.0
731,2022/3/12 3:53,422.73,422.8277777777778,1647028380.0,0.0
744,2022/3/12 4:06,422.63,422.670101010101,1647029160.0,13.0
746,2022/3/12 4:08,422.42,422.51242424242423,1647029280.0,2.0
763,2022/3/12 4:25,422.31,422.35474747474746,1647030300.0,17.0
765,2022/3/12 4:27,422.12,422.1970707070707,1647030420.0,2.0
766,2022/3/12 4:28,422.0,422.0393939393939,1647030480.0,1.0
768,2022/3/12 4:30,421.66,421.8817171717172,1647030600.0,2.0
768,2022/3/12 4:30,421.66,421.7240404040404,1647030600.0,0.0
769,2022/3/12 4:31,421.56,421.56636363636363,1647030660.0,1.0
770,2022/3/12 4:32,421.36,421.40868686868686,1647030720.0,1.0
771,2022/3/12 4:33,421.22,421.2510101010101,1647030780.0,1.0
778,2022/3/12 4:40,421.05,421.0933333333333,1647031200.0,7.0
787,2022/3/12 4:49,420.81,420.9356565656566,1647031740.0,9.0
788,2022/3/12 4:50,420.69,420.7779797979798,1647031800.0,1.0
791,2022/3/12 4:53,420.47,420.62030303030303,1647031980.0,3.0
792,2022/3/12 4:54,420.38,420.46262626262626,1647032040.0,1.0
795,2022/3/12 4:57,420.21,420.3049494949495,1647032220.0,3.0
796,2022/3/12 4:58,420.11,420.1472727272727,1647032280.0,1.0
960,2022/3/14 21:35,419.96,419.98959595959593,1647264900.0,3877.0
963,2022/3/14 21:38,419.42,419.83191919191916,1647265080.0,3.0
963,2022/3/14 21:38,419.42,419.67424242424244,1647265080.0,0.0
963,2022/3/14 21:38,419.42,419.51656565656566,1647265080.0,0.0
1114,2022/3/15 0:09,419.26,419.3588888888889,1647274140.0,151.0
1117,2022/3/15 0:12,419.18,419.2012121212121,1647274320.0,3.0
1119,2022/3/15 0:14,419.04,419.04353535353533,1647274440.0,2.0
1152,2022/3/15 0:47,418.77,418.88585858585856,1647276420.0,33.0
1157,2022/3/15 0:52,418.35,418.7281818181818,1647276720.0,5.0
1157,2022/3/15 0:52,418.35,418.57050505050506,1647276720.0,0.0
1157,2022/3/15 0:52,418.35,418.4128282828283,1647276720.0,0.0
1158,2022/3/15 0:53,418.09,418.2551515151515,1647276780.0,1.0
1158,2022/3/15 0:53,418.09,418.09747474747473,1647276780.0,0.0
1164,2022/3/15 0:59,417.89,417.93979797979796,1647277140.0,6.0
1168,2022/3/15 1:03,417.63,417.7821212121212,1647277380.0,4.0
1169,2022/3/15 1:04,417.47,417.6244444444444,1647277440.0,1.0
1174,2022/3/15 1:09,417.41,417.4667676767677,1647277740.0,5.0
1197,2022/3/15 1:32,417.16,417.3090909090909,1647279120.0,23.0
1198,2022/3/15 1:33,416.86,417.15141414141414,1647279180.0,1.0
1198,2022/3/15 1:33,416.86,416.99373737373736,1647279180.0,0.0
1201,2022/3/15 1:36,416.54,416.8360606060606,1647279360.0,3.0
1201,2022/3/15 1:36,416.54,416.6783838383838,1647279360.0,0.0
1203,2022/3/15 1:38,416.41,416.52070707070703,1647279480.0,2.0
1205,2022/3/15 1:40,416.32,416.3630303030303,1647279600.0,2.0
1248,2022/3/15 2:23,416.02,416.20535353535354,1647282180.0,43.0
1248,2022/3/15 2:23,416.02,416.04767676767676,1647282180.0,0.0
1254,2022/3/15 2:29,415.89,415.89,1647282540.0,6.0
,time,B:QQQ,range,relative,time_interval
328,2022/3/11 20:40,337.02,337.02,1647002400.0,
329,2022/3/11 20:42,336.76,336.8242424242424,1647002520.0,2.0
330,2022/3/11 20:46,336.56,336.62848484848485,1647002760.0,4.0
331,2022/3/11 20:48,336.42,336.4327272727273,1647002880.0,2.0
335,2022/3/11 20:54,336.12,336.23696969696965,1647003240.0,6.0
336,2022/3/11 20:56,335.74,336.0412121212121,1647003360.0,2.0
336,2022/3/11 20:56,335.74,335.8454545454545,1647003360.0,0.0
346,2022/3/11 21:12,335.41,335.64969696969695,1647004320.0,16.0
346,2022/3/11 21:12,335.41,335.4539393939394,1647004320.0,0.0
347,2022/3/11 21:13,335.11,335.2581818181818,1647004380.0,1.0
354,2022/3/11 21:20,334.96,335.06242424242424,1647004800.0,7.0
389,2022/3/11 22:08,334.83,334.8666666666667,1647007680.0,48.0
394,2022/3/11 22:13,334.52,334.67090909090905,1647007980.0,5.0
405,2022/3/11 22:27,334.4,334.4751515151515,1647008820.0,14.0
409,2022/3/11 22:31,334.1,334.2793939393939,1647009060.0,4.0
410,2022/3/11 22:32,333.49,334.08363636363634,1647009120.0,1.0
410,2022/3/11 22:32,333.49,333.8878787878788,1647009120.0,0.0
410,2022/3/11 22:32,333.49,333.6921212121212,1647009120.0,0.0
410,2022/3/11 22:32,333.49,333.49636363636364,1647009120.0,0.0
416,2022/3/11 22:38,332.76,333.30060606060607,1647009480.0,6.0
416,2022/3/11 22:38,332.76,333.10484848484845,1647009480.0,0.0
416,2022/3/11 22:38,332.76,332.9090909090909,1647009480.0,0.0
417,2022/3/11 22:39,332.3,332.7133333333333,1647009540.0,1.0
417,2022/3/11 22:39,332.3,332.51757575757574,1647009540.0,0.0
417,2022/3/11 22:39,332.3,332.3218181818182,1647009540.0,0.0
432,2022/3/11 22:54,331.67,332.1260606060606,1647010440.0,15.0
432,2022/3/11 22:54,331.67,331.93030303030304,1647010440.0,0.0
432,2022/3/11 22:54,331.67,331.7345454545454,1647010440.0,0.0
433,2022/3/11 22:55,331.33,331.53878787878784,1647010500.0,1.0
433,2022/3/11 22:55,331.33,331.3430303030303,1647010500.0,0.0
438,2022/3/11 23:00,330.22,331.1472727272727,1647010800.0,5.0
438,2022/3/11 23:00,330.22,330.95151515151514,1647010800.0,0.0
438,2022/3/11 23:00,330.22,330.75575757575757,1647010800.0,0.0
438,2022/3/11 23:00,330.22,330.56,1647010800.0,0.0
438,2022/3/11 23:00,330.22,330.36424242424243,1647010800.0,0.0
447,2022/3/11 23:09,329.86,330.1684848484848,1647011340.0,9.0
447,2022/3/11 23:09,329.86,329.97272727272724,1647011340.0,0.0
458,2022/3/11 23:20,329.51,329.7769696969697,1647012000.0,11.0
458,2022/3/11 23:20,329.51,329.5812121212121,1647012000.0,0.0
510,2022/3/12 0:12,329.01,329.38545454545454,1647015120.0,52.0
510,2022/3/12 0:12,329.01,329.18969696969697,1647015120.0,0.0
512,2022/3/12 0:14,328.98,328.9939393939394,1647015240.0,2.0
526,2022/3/12 0:28,328.73,328.7981818181818,1647016080.0,14.0
528,2022/3/12 0:30,328.3,328.6024242424242,1647016200.0,2.0
528,2022/3/12 0:30,328.3,328.40666666666664,1647016200.0,0.0
529,2022/3/12 0:31,328.11,328.21090909090907,1647016260.0,1.0
530,2022/3/12 0:32,327.62,328.0151515151515,1647016320.0,1.0
530,2022/3/12 0:32,327.62,327.81939393939393,1647016320.0,0.0
530,2022/3/12 0:32,327.62,327.62363636363636,1647016320.0,0.0
585,2022/3/12 1:27,327.41,327.4278787878788,1647019620.0,55.0
593,2022/3/12 1:35,327.06,327.23212121212117,1647020100.0,8.0
595,2022/3/12 1:37,326.94,327.0363636363636,1647020220.0,2.0
746,2022/3/12 4:08,326.83,326.84060606060604,1647029280.0,151.0
763,2022/3/12 4:25,326.51,326.64484848484847,1647030300.0,17.0
764,2022/3/12 4:26,326.39,326.4490909090909,1647030360.0,1.0
766,2022/3/12 4:28,326.16,326.25333333333333,1647030480.0,2.0
768,2022/3/12 4:30,325.86,326.05757575757576,1647030600.0,2.0
768,2022/3/12 4:30,325.86,325.8618181818182,1647030600.0,0.0
771,2022/3/12 4:33,325.59,325.66606060606057,1647030780.0,3.0
783,2022/3/12 4:45,325.45,325.470303030303,1647031500.0,12.0
788,2022/3/12 4:50,324.95,325.27454545454543,1647031800.0,5.0
788,2022/3/12 4:50,324.95,325.07878787878786,1647031800.0,0.0
791,2022/3/12 4:53,324.76,324.8830303030303,1647031980.0,3.0
792,2022/3/12 4:54,324.53,324.6872727272727,1647032040.0,1.0
795,2022/3/12 4:57,324.48,324.49151515151516,1647032220.0,3.0
859,2022/3/14 19:29,323.69,324.29575757575753,1647257340.0,3752.0
859,2022/3/14 19:29,323.69,324.09999999999997,1647257340.0,0.0
859,2022/3/14 19:29,323.69,323.9042424242424,1647257340.0,0.0
859,2022/3/14 19:29,323.69,323.70848484848483,1647257340.0,0.0
868,2022/3/14 19:46,322.83,323.51272727272726,1647258360.0,17.0
868,2022/3/14 19:46,322.83,323.3169696969697,1647258360.0,0.0
868,2022/3/14 19:46,322.83,323.1212121212121,1647258360.0,0.0
868,2022/3/14 19:46,322.83,322.92545454545456,1647258360.0,0.0
876,2022/3/14 19:56,322.55,322.72969696969693,1647258960.0,10.0
960,2022/3/14 21:35,322.44,322.53393939393936,1647264900.0,99.0
963,2022/3/14 21:38,322.23,322.3381818181818,1647265080.0,3.0
1088,2022/3/14 23:43,321.76,322.1424242424242,1647272580.0,125.0
1088,2022/3/14 23:43,321.76,321.94666666666666,1647272580.0,0.0
1092,2022/3/14 23:47,321.68,321.7509090909091,1647272820.0,4.0
1093,2022/3/14 23:48,321.42,321.5551515151515,1647272880.0,1.0
1107,2022/3/15 0:02,321.23,321.35939393939395,1647273720.0,14.0
1108,2022/3/15 0:03,321.08,321.16363636363633,1647273780.0,1.0
1109,2022/3/15 0:04,320.89,320.96787878787876,1647273840.0,1.0
1110,2022/3/15 0:05,320.71,320.7721212121212,1647273900.0,1.0
1114,2022/3/15 0:09,320.37,320.5763636363636,1647274140.0,4.0
1114,2022/3/15 0:09,320.37,320.38060606060606,1647274140.0,0.0
1152,2022/3/15 0:47,319.9,320.1848484848485,1647276420.0,38.0
1152,2022/3/15 0:47,319.9,319.9890909090909,1647276420.0,0.0
1157,2022/3/15 0:52,319.53,319.7933333333333,1647276720.0,5.0
1157,2022/3/15 0:52,319.53,319.5975757575757,1647276720.0,0.0
1158,2022/3/15 0:53,319.15,319.40181818181816,1647276780.0,1.0
1158,2022/3/15 0:53,319.15,319.2060606060606,1647276780.0,0.0
1164,2022/3/15 0:59,318.93,319.010303030303,1647277140.0,6.0
1166,2022/3/15 1:01,318.75,318.81454545454545,1647277260.0,2.0
1168,2022/3/15 1:03,318.6,318.6187878787879,1647277380.0,2.0
1174,2022/3/15 1:09,318.23,318.42303030303026,1647277740.0,6.0
1197,2022/3/15 1:32,318.04,318.2272727272727,1647279120.0,23.0
1198,2022/3/15 1:33,318.01,318.0315151515151,1647279180.0,1.0
1201,2022/3/15 1:36,317.7,317.83575757575755,1647279360.0,3.0
1321,2022/3/15 3:36,317.64,317.64,1647286560.0,120.0
,time,A:SPY,range,relative,time_interval
314,2022/3/11 20:13,431.5,431.5,1647000780.0,
315,2022/3/11 20:14,431.33,431.4379797979798,1647000840.0,1.0
315,2022/3/11 20:14,431.33,431.3759595959596,1647000840.0,0.0
316,2022/3/11 20:17,431.31,431.3139393939394,1647001020.0,3.0
319,2022/3/11 20:25,430.98,431.25191919191917,1647001500.0,8.0
319,2022/3/11 20:25,430.98,431.189898989899,1647001500.0,0.0
319,2022/3/11 20:25,430.98,431.1278787878788,1647001500.0,0.0
319,2022/3/11 20:25,430.98,431.06585858585856,1647001500.0,0.0
319,2022/3/11 20:25,430.98,431.0038383838384,1647001500.0,0.0
320,2022/3/11 20:26,430.81,430.9418181818182,1647001560.0,1.0
320,2022/3/11 20:26,430.81,430.87979797979796,1647001560.0,0.0
320,2022/3/11 20:26,430.81,430.8177777777778,1647001560.0,0.0
321,2022/3/11 20:27,430.75,430.75575757575757,1647001620.0,1.0
322,2022/3/11 20:28,430.69,430.69373737373735,1647001680.0,1.0
331,2022/3/11 20:48,430.63,430.6317171717172,1647002880.0,20.0
335,2022/3/11 20:54,430.27,430.56969696969696,1647003240.0,6.0
335,2022/3/11 20:54,430.27,430.50767676767674,1647003240.0,0.0
335,2022/3/11 20:54,430.27,430.4456565656566,1647003240.0,0.0
335,2022/3/11 20:54,430.27,430.38363636363636,1647003240.0,0.0
335,2022/3/11 20:54,430.27,430.3216161616162,1647003240.0,0.0
336,2022/3/11 20:56,429.94,430.25959595959597,1647003360.0,2.0
336,2022/3/11 20:56,429.94,430.19757575757575,1647003360.0,0.0
336,2022/3/11 20:56,429.94,430.1355555555556,1647003360.0,0.0
336,2022/3/11 20:56,429.94,430.07353535353536,1647003360.0,0.0
336,2022/3/11 20:56,429.94,430.01151515151514,1647003360.0,0.0
336,2022/3/11 20:56,429.94,429.949494949495,1647003360.0,0.0
339,2022/3/11 21:02,429.83,429.88747474747476,1647003720.0,6.0
341,2022/3/11 21:05,429.8,429.82545454545453,1647003900.0,3.0
346,2022/3/11 21:12,429.61,429.76343434343437,1647004320.0,7.0
346,2022/3/11 21:12,429.61,429.70141414141415,1647004320.0,0.0
346,2022/3/11 21:12,429.61,429.6393939393939,1647004320.0,0.0
347,2022/3/11 21:13,429.42,429.57737373737376,1647004380.0,1.0
347,2022/3/11 21:13,429.42,429.51535353535354,1647004380.0,0.0
347,2022/3/11 21:13,429.42,429.4533333333333,1647004380.0,0.0
352,2022/3/11 21:18,429.26,429.39131313131315,1647004680.0,5.0
352,2022/3/11 21:18,429.26,429.32929292929293,1647004680.0,0.0
352,2022/3/11 21:18,429.26,429.2672727272727,1647004680.0,0.0
354,2022/3/11 21:20,429.2,429.20525252525255,1647004800.0,2.0
375,2022/3/11 21:48,428.96,429.1432323232323,1647006480.0,28.0
375,2022/3/11 21:48,428.96,429.0812121212121,1647006480.0,0.0
375,2022/3/11 21:48,428.96,429.01919191919194,1647006480.0,0.0
383,2022/3/11 21:58,428.84,428.9571717171717,1647007080.0,10.0
383,2022/3/11 21:58,428.84,428.8951515151515,1647007080.0,0.0
384,2022/3/11 22:00,428.77,428.83313131313133,1647007200.0,2.0
384,2022/3/11 22:00,428.77,428.7711111111111,1647007200.0,0.0
389,2022/3/11 22:08,428.61,428.7090909090909,1647007680.0,8.0
389,2022/3/11 22:08,428.61,428.6470707070707,1647007680.0,0.0
393,2022/3/11 22:12,428.57,428.5850505050505,1647007920.0,4.0
394,2022/3/11 22:13,428.49,428.5230303030303,1647007980.0,1.0
395,2022/3/11 22:14,428.44,428.4610101010101,1647008040.0,1.0
407,2022/3/11 22:29,428.13,428.3989898989899,1647008940.0,15.0
407,2022/3/11 22:29,428.13,428.33696969696973,1647008940.0,0.0
407,2022/3/11 22:29,428.13,428.2749494949495,1647008940.0,0.0
407,2022/3/11 22:29,428.13,428.2129292929293,1647008940.0,0.0
407,2022/3/11 22:29,428.13,428.1509090909091,1647008940.0,0.0
416,2022/3/11 22:38,427.95,428.0888888888889,1647009480.0,9.0
416,2022/3/11 22:38,427.95,428.0268686868687,1647009480.0,0.0
416,2022/3/11 22:38,427.95,427.9648484848485,1647009480.0,0.0
417,2022/3/11 22:39,427.69,427.9028282828283,1647009540.0,1.0
417,2022/3/11 22:39,427.69,427.8408080808081,1647009540.0,0.0
417,2022/3/11 22:39,427.69,427.7787878787879,1647009540.0,0.0
417,2022/3/11 22:39,427.69,427.7167676767677,1647009540.0,0.0
418,2022/3/11 22:40,427.4,427.65474747474747,1647009600.0,1.0
418,2022/3/11 22:40,427.4,427.5927272727273,1647009600.0,0.0
418,2022/3/11 22:40,427.4,427.5307070707071,1647009600.0,0.0
418,2022/3/11 22:40,427.4,427.46868686868686,1647009600.0,0.0
418,2022/3/11 22:40,427.4,427.4066666666667,1647009600.0,0.0
432,2022/3/11 22:54,427.24,427.3446464646465,1647010440.0,14.0
432,2022/3/11 22:54,427.24,427.28262626262625,1647010440.0,0.0
433,2022/3/11 22:55,426.95,427.2206060606061,1647010500.0,1.0
433,2022/3/11 22:55,426.95,427.15858585858587,1647010500.0,0.0
433,2022/3/11 22:55,426.95,427.09656565656564,1647010500.0,0.0
433,2022/3/11 22:55,426.95,427.0345454545455,1647010500.0,0.0
433,2022/3/11 22:55,426.95,426.97252525252526,1647010500.0,0.0
434,2022/3/11 22:56,426.81,426.91050505050504,1647010560.0,1.0
434,2022/3/11 22:56,426.81,426.8484848484849,1647010560.0,0.0
438,2022/3/11 23:00,425.79,426.78646464646465,1647010800.0,4.0
438,2022/3/11 23:00,425.79,426.72444444444443,1647010800.0,0.0
438,2022/3/11 23:00,425.79,426.66242424242427,1647010800.0,0.0
438,2022/3/11 23:00,425.79,426.60040404040404,1647010800.0,0.0
438,2022/3/11 23:00,425.79,426.5383838383838,1647010800.0,0.0
438,2022/3/11 23:00,425.79,426.47636363636366,1647010800.0,0.0
438,2022/3/11 23:00,425.79,426.41434343434344,1647010800.0,0.0
438,2022/3/11 23:00,425.79,426.3523232323232,1647010800.0,0.0
438,2022/3/11 23:00,425.79,426.29030303030305,1647010800.0,0.0
438,2022/3/11 23:00,425.79,426.22828282828283,1647010800.0,0.0
438,2022/3/11 23:00,425.79,426.16626262626266,1647010800.0,0.0
438,2022/3/11 23:00,425.79,426.10424242424244,1647010800.0,0.0
438,2022/3/11 23:00,425.79,426.0422222222222,1647010800.0,0.0
438,2022/3/11 23:00,425.79,425.98020202020206,1647010800.0,0.0
438,2022/3/11 23:00,425.79,425.91818181818184,1647010800.0,0.0
438,2022/3/11 23:00,425.79,425.8561616161616,1647010800.0,0.0
438,2022/3/11 23:00,425.79,425.79414141414145,1647010800.0,0.0
442,2022/3/11 23:04,425.59,425.7321212121212,1647011040.0,4.0
442,2022/3/11 23:04,425.59,425.670101010101,1647011040.0,0.0
442,2022/3/11 23:04,425.59,425.60808080808084,1647011040.0,0.0
447,2022/3/11 23:09,425.03,425.5460606060606,1647011340.0,5.0
447,2022/3/11 23:09,425.03,425.4840404040404,1647011340.0,0.0
447,2022/3/11 23:09,425.03,425.42202020202024,1647011340.0,0.0
447,2022/3/11 23:09,425.03,425.36,1647011340.0,0.0
,time,B:QQQ,range,relative,time_interval
328,2022/3/11 20:40,337.02,337.02,1647002400.0,
329,2022/3/11 20:42,336.76,336.92686868686866,1647002520.0,2.0
329,2022/3/11 20:42,336.76,336.83373737373734,1647002520.0,0.0
330,2022/3/11 20:46,336.56,336.74060606060607,1647002760.0,4.0
330,2022/3/11 20:46,336.56,336.64747474747475,1647002760.0,0.0
331,2022/3/11 20:48,336.42,336.5543434343434,1647002880.0,2.0
331,2022/3/11 20:48,336.42,336.4612121212121,1647002880.0,0.0
335,2022/3/11 20:54,336.12,336.3680808080808,1647003240.0,6.0
335,2022/3/11 20:54,336.12,336.27494949494945,1647003240.0,0.0
335,2022/3/11 20:54,336.12,336.1818181818182,1647003240.0,0.0
336,2022/3/11 20:56,335.74,336.08868686868686,1647003360.0,2.0
336,2022/3/11 20:56,335.74,335.99555555555554,1647003360.0,0.0
336,2022/3/11 20:56,335.74,335.9024242424242,1647003360.0,0.0
336,2022/3/11 20:56,335.74,335.8092929292929,1647003360.0,0.0
344,2022/3/11 21:10,335.71,335.7161616161616,1647004200.0,14.0
346,2022/3/11 21:12,335.41,335.6230303030303,1647004320.0,2.0
346,2022/3/11 21:12,335.41,335.529898989899,1647004320.0,0.0
346,2022/3/11 21:12,335.41,335.43676767676766,1647004320.0,0.0
347,2022/3/11 21:13,335.11,335.34363636363634,1647004380.0,1.0
347,2022/3/11 21:13,335.11,335.250505050505,1647004380.0,0.0
347,2022/3/11 21:13,335.11,335.15737373737375,1647004380.0,0.0
354,2022/3/11 21:20,334.96,335.0642424242424,1647004800.0,7.0
354,2022/3/11 21:20,334.96,334.9711111111111,1647004800.0,0.0
389,2022/3/11 22:08,334.83,334.8779797979798,1647007680.0,48.0
394,2022/3/11 22:13,334.52,334.78484848484845,1647007980.0,5.0
394,2022/3/11 22:13,334.52,334.6917171717172,1647007980.0,0.0
394,2022/3/11 22:13,334.52,334.59858585858586,1647007980.0,0.0
405,2022/3/11 22:27,334.4,334.50545454545454,1647008820.0,14.0
405,2022/3/11 22:27,334.4,334.4123232323232,1647008820.0,0.0
409,2022/3/11 22:31,334.1,334.3191919191919,1647009060.0,4.0
409,2022/3/11 22:31,334.1,334.22606060606057,1647009060.0,0.0
409,2022/3/11 22:31,334.1,334.1329292929293,1647009060.0,0.0
410,2022/3/11 22:32,333.49,334.039797979798,1647009120.0,1.0
410,2022/3/11 22:32,333.49,333.94666666666666,1647009120.0,0.0
410,2022/3/11 22:32,333.49,333.85353535353534,1647009120.0,0.0
410,2022/3/11 22:32,333.49,333.760404040404,1647009120.0,0.0
410,2022/3/11 22:32,333.49,333.66727272727275,1647009120.0,0.0
410,2022/3/11 22:32,333.49,333.5741414141414,1647009120.0,0.0
412,2022/3/11 22:34,333.43,333.4810101010101,1647009240.0,2.0
416,2022/3/11 22:38,332.76,333.3878787878788,1647009480.0,4.0
416,2022/3/11 22:38,332.76,333.29474747474745,1647009480.0,0.0
416,2022/3/11 22:38,332.76,333.20161616161613,1647009480.0,0.0
416,2022/3/11 22:38,332.76,333.10848484848486,1647009480.0,0.0
416,2022/3/11 22:38,332.76,333.01535353535354,1647009480.0,0.0
